Tonga,Gloss,Type,Type1,Type2,Vowel,Type3,C1,C2,Status,maxf0,minf0,meanf0,diff.f0,intensity,duration,minimal,C1.class,C2.class,blocker,C2.class.blocker
w?a-ku-cov-a,gamble,D-L-2,D,L,a,distant past,ch,v,prefix,181.8871648,168.7540332,177.7054871,NA,74.93006193,67.0226239,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-cov-a,gamble,D-L-2,D,L,u,distant past,ch,v,ku-,211.8979406,190.0105567,204.5552657,26.8497786,69.13422249,44.27691413,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-cov-a,gamble,D-L-2,D,L,o,distant past,ch,v,stem,204.9608272,167.6624311,197.2479275,-7.3073382,73.97136746,90.76624384,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-cov-a,gamble,D-L-2,D,L,a,distant past,ch,v,FV,153.0736782,139.0387198,147.654535,-49.5933925,75.51050493,108.5601105,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-guz-a,drag,D-L-2,D,L,a,distant past,g,z,prefix,188.8153157,170.6230879,180.5218701,NA,75.94426203,67.16848513,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-guz-a,drag,D-L-2,D,L,u,distant past,g,z,ku-,213.0004629,192.8206382,207.1606367,26.6387666,69.7046104,41.81878661,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-guz-a,drag,D-L-2,D,L,u,distant past,g,z,stem,210.3412273,175.5688106,199.5141846,-7.6464521,69.93347095,64.91105699,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-guz-a,drag,D-L-2,D,L,a,distant past,g,z,FV,162.8126111,146.4943409,154.7363794,-44.7778052,76.83714485,111.4187077,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-gwad-a,kneel down,D-L-2,D,L,a,distant past,gw,d,prefix,171.317479,161.7089852,167.9360368,NA,75.06433456,51.3803983,no minimal pair,voiced obstruent with glide,voiced obstruents,blocker,blocker
w?a-ku-gwad-a,kneel down,D-L-2,D,L,u,distant past,gw,d,ku-,199.8256153,190.4807896,196.3930962,28.4570594,68.2147115,36.59146658,no minimal pair,voiced obstruent with glide,voiced obstruents,blocker,blocker
w?a-ku-gwad-a,kneel down,D-L-2,D,L,a,distant past,gw,d,stem,201.7323997,190.328566,199.9237661,3.5306699,77.47064475,66.8235604,no minimal pair,voiced obstruent with glide,voiced obstruents,blocker,blocker
w?a-ku-gwad-a,kneel down,D-L-2,D,L,a,distant past,gw,d,FV,149.7284032,139.6673226,144.2025635,-55.7212026,74.9203724,115.8480563,no minimal pair,voiced obstruent with glide,voiced obstruents,blocker,blocker
w?a-ku-job-a,cut out,D-L-2,D,L,a,distant past,j,b,prefix,181.5667735,166.536279,175.1809895,NA,76.04951934,66.5999998,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-job-a,cut out,D-L-2,D,L,u,distant past,j,b,ku-,193.2362097,176.1915531,189.3115004,14.1305109,67.24209008,39.26483124,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-job-a,cut out,D-L-2,D,L,o,distant past,j,b,stem,188.32736,169.1879446,184.3577197,-4.9537807,71.78869328,69.02855793,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-job-a,cut out,D-L-2,D,L,a,distant past,j,b,FV,138.34674,129.6159517,134.7687191,-49.5890006,75.72525584,100.9913643,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-khuch-a,pull in fishing line,D-L-2,D,L,a,distant past,kh,ch,prefix,186.5492962,163.9653186,177.6287636,NA,75.95420869,69.35186634,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-khuch-a,pull in fishing line,D-L-2,D,L,u,distant past,kh,ch,ku-,212.1748501,195.7350294,207.0644539,29.4356903,71.64665115,55.91021418,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-khuch-a,pull in fishing line,D-L-2,D,L,u,distant past,kh,ch,stem,226.1309928,204.9685936,219.8253637,12.7609098,72.1249241,48.23933527,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-khuch-a,pull in fishing line,D-L-2,D,L,a,distant past,kh,ch,FV,181.7290767,157.451921,165.9814947,-53.843869,74.91794438,109.9097202,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-thaz-a,spread,D-L-2,D,L,a,distant past,th,z,prefix,189.7299492,169.3744089,180.9039479,NA,77.23204561,69.70769696,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-thaz-a,spread,D-L-2,D,L,u,distant past,th,z,ku-,210.9845366,198.3919175,206.3163286,25.4123807,69.86773962,50.40316817,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-thaz-a,spread,D-L-2,D,L,a,distant past,th,z,stem,205.0358974,179.1330419,200.8346527,-5.4816759,77.8256574,102.0201833,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-thaz-a,spread,D-L-2,D,L,a,distant past,th,z,FV,156.0780611,141.856789,149.9145229,-50.9201298,76.47790365,121.7991292,no minimal pair,aspirates,voiced obstruents,blocker,blocker
ku-bud-a,do wrong,D-H-1,D,H,u,infinitive,b,d,ku-,138.2882373,126.1085552,134.625293,NA,65.2903663,41.22517656,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-bud-a,do wrong,D-H-1,D,H,u,infinitive,b,d,stem,125.8640024,118.4101186,122.4712976,-12.1539954,64.14727841,64.28456463,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-bud-a,do wrong,D-H-1,D,H,a,infinitive,b,d,FV,169.5270092,142.1396138,157.6532845,35.1819869,78.83476232,105.9053762,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-bumph-a,be blunt,D-H-1,D,H,u,infinitive,b,mph,ku-,141.0182261,133.5045779,139.3746287,NA,65.59660137,36.42326883,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-bumph-a,be blunt,D-H-1,D,H,u,infinitive,b,mph,stem,134.5713329,128.9402464,132.8683978,-6.5062309,67.68779211,57.98494797,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-bumph-a,be blunt,D-H-1,D,H,a,infinitive,b,mph,FV,169.5336462,153.5930486,162.447648,29.5792502,76.55741744,84.31622386,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-chinth-a,be firm,D-H-1,D,H,u,infinitive,ch,nth,ku-,138.2290859,134.7460384,136.2788601,NA,63.47021673,49.45433453,no minimal pair,aspirates,aspirates,blocker,blocker
ku-chinth-a,be firm,D-H-1,D,H,i,infinitive,ch,nth,stem,150.1519447,139.2146193,147.0415555,10.7626954,67.21289341,49.29722788,no minimal pair,aspirates,aspirates,blocker,blocker
ku-chinth-a,be firm,D-H-1,D,H,a,infinitive,ch,nth,FV,172.9657478,158.5805205,167.0620013,20.0204458,75.76261061,95.16259375,no minimal pair,aspirates,aspirates,blocker,blocker
ku-dod-a,be deep voiced,D-H-1,D,H,u,infinitive,d,d,ku-,130.7034584,125.4060478,128.3450247,NA,62.75027138,44.77701125,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-dod-a,be deep voiced,D-H-1,D,H,o,infinitive,d,d,stem,126.8320303,121.2293003,124.0454799,-4.2995448,67.26103015,88.29394895,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-dod-a,be deep voiced,D-H-1,D,H,a,infinitive,d,d,FV,168.375373,143.1878931,155.6884721,31.6429922,77.2673426,94.867131,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-god-a,triumph over,D-H-1,D,H,u,infinitive,g,d,ku-,134.4887786,122.7958697,130.4461778,NA,63.46977362,51.15180658,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-god-a,triumph over,D-H-1,D,H,o,infinitive,g,d,stem,123.1910665,119.8586342,121.5205415,-8.9256363,69.08183065,82.9821185,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-god-a,triumph over,D-H-1,D,H,a,infinitive,g,d,FV,167.1543798,138.1943768,154.7130727,33.1925312,77.82194899,100.4953224,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-gug-a,be old,D-H-1,D,H,u,infinitive,g,g,ku-,143.5545336,130.894456,139.2074972,NA,64.18304342,50.01174935,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-gug-a,be old,D-H-1,D,H,u,infinitive,g,g,stem,127.5133686,115.4252719,124.4916129,-14.7158843,63.26467507,71.1547552,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-gug-a,be old,D-H-1,D,H,a,infinitive,g,g,FV,178.2904334,144.5862251,162.8440918,38.3524789,77.24586563,101.881676,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-janth-a,hurry,D-H-1,D,H,u,infinitive,j,nth,ku-,139.2989429,135.169796,137.3464215,NA,65.61095124,41.57274545,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-janth-a,hurry,D-H-1,D,H,a,infinitive,j,nth,stem,144.5217601,129.8465703,138.7432576,1.3968361,73.61865591,93.68672996,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-janth-a,hurry,D-H-1,D,H,a,infinitive,j,nth,FV,183.669006,159.6362151,174.2158754,35.4726178,76.34694335,108.3859325,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-mal-a,finish,A-L-1,A,L,u,infinitive,m,l,ku-,155.5612212,143.2970324,152.3425595,NA,66.21092898,54.07252934,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-mal-a,finish,A-L-1,A,L,a,infinitive,m,l,stem,176.4099943,158.028815,167.1509362,14.8083767,76.71508955,97.34562764,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-mal-a,finish,A-L-1,A,L,a,infinitive,m,l,FV,189.0879376,177.6278252,184.5319789,17.3810427,80.68659036,122.8621496,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-mang-a,tie,A-L-1,A,L,u,infinitive,m,ng,ku-,148.220566,139.1603421,145.0280865,NA,65.28303802,45.93959019,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-mang-a,tie,A-L-1,A,L,a,infinitive,m,ng,stem,165.9825695,151.8259659,159.1721332,14.1440467,74.01347685,87.05893839,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-mang-a,tie,A-L-1,A,L,a,infinitive,m,ng,FV,182.7303542,174.0472201,180.5722023,21.4000691,78.5569676,108.525098,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-nat-a,be very dirty,A-L-1,A,L,u,infinitive,n,t,ku-,144.2785037,142.6393651,143.3937682,NA,65.86125282,44.12154624,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-nat-a,be very dirty,A-L-1,A,L,a,infinitive,n,t,stem,164.255012,153.3031341,157.1962136,13.8024454,76.21251462,87.87305333,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-nat-a,be very dirty,A-L-1,A,L,a,infinitive,n,t,FV,185.8330345,178.2961581,181.975774,24.7795604,78.8505242,116.8790805,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-nen-a,deride,A-L-1,A,L,u,infinitive,n,n,ku-,140.6389074,139.0450466,139.6293775,NA,65.01253863,40.76292085,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nen-a,deride,A-L-1,A,L,e,infinitive,n,n,stem,157.8920863,142.4151117,149.3995938,9.7702163,70.52833456,83.02769692,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nen-a,deride,A-L-1,A,L,a,infinitive,n,n,FV,171.8726478,168.4823408,169.0988346,19.6992408,77.05561224,107.1586787,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-ng'ol-a,deny with grimace,A-L-2,A,L,u,infinitive,ng',l,ku-,151.8006845,146.6715964,150.2079778,NA,66.03305959,68.0864736,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-ng'ol-a,deny with grimace,A-L-2,A,L,o,infinitive,ng',l,stem,172.9885721,162.1114322,168.3297478,18.12177,72.87494927,117.4599913,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-ng'ol-a,deny with grimace,A-L-2,A,L,a,infinitive,ng',l,FV,183.3852506,179.700394,182.0497672,13.7200194,78.84885865,118.1906865,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nun-a,be fat,A-L-1,A,L,u,infinitive,n,n,ku-,151.6151951,145.5117999,148.3472408,NA,66.45131456,44.0573352,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nun-a,be fat,A-L-1,A,L,u,infinitive,n,n,stem,174.2082646,160.4021966,166.9207063,18.5734655,68.24926114,72.62894444,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nun-a,be fat,A-L-1,A,L,a,infinitive,n,n,FV,183.4835442,179.3646342,181.7248763,14.80417,76.57249243,107.8453434,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-mal-a,finish,A-L-2,A,L,a,distant past,m,l,prefix,176.4409048,166.4643234,172.7618958,NA,78.22147583,73.12109877,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-mal-a,finish,A-L-2,A,L,u,distant past,m,l,ku-,197.2434309,189.0390189,194.8082739,22.0463781,72.20544537,46.81695933,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-mal-a,finish,A-L-2,A,L,a,distant past,m,l,stem,187.2138076,183.3087046,184.3515816,-10.4566923,76.87672593,98.11899979,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-mal-a,finish,A-L-2,A,L,a,distant past,m,l,FV,195.5147598,190.1605288,192.8282306,8.476649,80.2464384,99.2734058,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-mang-a,tie,A-L-2,A,L,a,distant past,m,ng,prefix,178.1395403,165.4505901,173.0420785,NA,78.71641503,75.92444938,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
wa-ku-mang-a,tie,A-L-2,A,L,u,distant past,m,ng,ku-,199.4886899,190.014581,196.7927503,23.7506718,70.16658022,40.64493138,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
wa-ku-mang-a,tie,A-L-2,A,L,a,distant past,m,ng,stem,195.7490485,189.5984728,192.4552158,-4.3375345,76.26790841,75.57424662,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
wa-ku-mang-a,tie,A-L-2,A,L,a,distant past,m,ng,FV,197.015965,187.4607657,194.2291177,1.7739019,79.52096273,105.8312942,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
wa-ku-nat-a,be very dirty,A-L-2,A,L,a,distant past,n,t,prefix,178.8732026,166.7033439,173.8872877,NA,78.29366798,77.14924338,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-ku-nat-a,be very dirty,A-L-2,A,L,u,distant past,n,t,ku-,201.7519829,195.6517965,198.3449544,24.4576667,70.00819688,52.1636475,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-ku-nat-a,be very dirty,A-L-2,A,L,a,distant past,n,t,stem,186.6110691,179.9716303,181.6659163,-16.6790381,78.51382858,79.60331719,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-ku-nat-a,be very dirty,A-L-2,A,L,a,distant past,n,t,FV,196.0319959,186.5609408,190.8686271,9.2027108,80.24633324,102.9684394,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-ku-nen-a,deride,A-L-2,A,L,a,distant past,n,n,prefix,170.7874499,157.7492086,166.7195696,NA,77.17802672,73.38833441,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nen-a,deride,A-L-2,A,L,u,distant past,n,n,ku-,194.2930668,187.0972859,192.0801662,25.3605966,69.27009026,47.7071995,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nen-a,deride,A-L-2,A,L,e,distant past,n,n,stem,190.5335151,177.064449,186.8770931,-5.2030731,70.16510118,74.03744107,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nen-a,deride,A-L-2,A,L,a,distant past,n,n,FV,189.1715416,186.1489749,187.5478029,0.6707098,77.53207519,107.6174299,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-ng'ol-a,deny with grimace,A-L-2,A,L,a,distant past,ng',l,prefix,174.1750141,160.1174376,168.6378713,NA,77.84332456,76.3578662,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-ng'ol-a,deny with grimace,A-L-2,A,L,u,distant past,ng',l,ku-,210.1194542,196.0988229,205.8243293,37.186458,72.26658791,58.50406868,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-ng'ol-a,deny with grimace,A-L-2,A,L,o,distant past,ng',l,stem,190.3876413,183.6997118,186.0575529,-19.7667764,74.61671912,103.5667424,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-ng'ol-a,deny with grimace,A-L-2,A,L,a,distant past,ng',l,FV,193.9929206,185.428746,189.9319266,3.8743737,80.89398896,109.4428847,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nun-a,be fat,A-L-2,A,L,a,distant past,n,n,prefix,176.3784247,164.722883,172.0000317,NA,78.15084257,78.08582332,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nun-a,be fat,A-L-2,A,L,u,distant past,n,n,ku-,202.4174405,194.2425316,198.3192992,26.3192675,70.72938197,57.61187368,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nun-a,be fat,A-L-2,A,L,u,distant past,n,n,stem,197.1703661,194.3121044,195.5866673,-2.7326319,65.93167702,73.45363604,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-nun-a,be fat,A-L-2,A,L,a,distant past,n,n,FV,193.996925,188.8784705,190.8961438,-4.6905235,75.68422221,109.3676453,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-cep-a,be inadequate,A-H-1,A,H,u,infinitive,c,p,ku-,158.4613727,153.8742906,156.9234272,NA,62.50558438,51.50643344,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-cep-a,be inadequate,A-H-1,A,H,e,infinitive,c,p,stem,173.5972129,163.8131945,170.9411435,14.0177163,72.28867322,77.50521804,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-cep-a,be inadequate,A-H-1,A,H,a,infinitive,c,p,FV,191.6899663,183.3601816,186.4935308,15.5523873,78.22666318,100.7077866,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-fyot-a,be narrow at one end,A-H-1,A,H,u,infinitive,fy,t,ku-,152.9489205,148.9769637,152.448018,NA,64.64409828,27.66862152,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-fyot-a,be narrow at one end,A-H-1,A,H,o,infinitive,fy,t,stem,170.916876,166.2338814,167.4599829,15.0119649,71.50943348,74.21703856,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-fyot-a,be narrow at one end,A-H-1,A,H,a,infinitive,fy,t,FV,199.9847363,191.5746329,194.9101881,27.4502052,79.99521406,103.7188769,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-lakw-a,go astray,A-H-1,A,H,u,infinitive,l,kw,ku-,159.6668507,156.100787,158.2625136,NA,67.64404357,60.64465662,no minimal pair,sonorants,voiceless obstruent with glide,non-blocker,non-blocker
ku-lakw-a,go astray,A-H-1,A,H,a,infinitive,l,kw,stem,167.4901186,160.3810449,163.8445142,5.5820006,78.96731896,61.13492243,no minimal pair,sonorants,voiceless obstruent with glide,non-blocker,non-blocker
ku-lakw-a,go astray,A-H-1,A,H,a,infinitive,l,kw,FV,195.7168704,191.7333349,193.6389845,29.7944703,79.45060201,74.97248477,no minimal pair,sonorants,voiceless obstruent with glide,non-blocker,non-blocker
ku-nam-a,lie,A-H-1,A,H,u,infinitive,n,m,ku-,157.8558759,153.8265285,155.4541644,NA,65.52315454,52.37487706,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nam-a,lie,A-H-1,A,H,a,infinitive,n,m,stem,168.2410142,159.494827,162.4614588,7.0072944,74.70940729,82.48485459,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nam-a,lie,A-H-1,A,H,a,infinitive,n,m,FV,190.0101134,185.8283084,188.0968991,25.6354403,76.88998037,101.7846706,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-wil-a,be caught in trap,A-H-1,A,H,u,infinitive,w,l,ku-,165.3483696,155.3388468,160.8463816,NA,67.72504899,96.08563693,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-wil-a,be caught in trap,A-H-1,A,H,i,infinitive,w,l,stem,168.9818765,165.0431592,167.6809018,6.8345202,73.54334422,44.63165531,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-wil-a,be caught in trap,A-H-1,A,H,a,infinitive,w,l,FV,199.0369627,187.4746771,194.5112787,26.8303769,80.11074602,117.7309465,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
wa-ku-cep-a,be inadequate,A-H-2,A,H,a,distant past,c,p,prefix,177.8126501,164.7306571,171.6261641,NA,77.75370837,65.72720068,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
wa-ku-cep-a,be inadequate,A-H-2,A,H,u,distant past,c,p,ku-,216.8771325,202.5018653,212.6073967,40.9812326,67.17364963,54.04409364,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
wa-ku-cep-a,be inadequate,A-H-2,A,H,e,distant past,c,p,stem,215.5405044,181.1535753,189.4759329,-23.1314638,76.24725797,72.1929412,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
wa-ku-cep-a,be inadequate,A-H-2,A,H,a,distant past,c,p,FV,203.539357,186.6569407,193.3084327,3.8324998,78.9433988,107.3718309,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
