Tonga,Gloss,Type,Type1,Type2,Vowel,Type3,C1,C2,Status,maxf0,minf0,meanf0,diff.f0,intensity,duration,minimal,C1.class,C2.class,blocker,C2.class.blocker
w?a-ku-phut-a,blow on,B-L-2,B,L,u,distant past,ph,t,stem,153.5356475,149.0782104,151.2234052,-52.9192657,66.36970224,44.49799518,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
w?a-ku-phut-a,blow on,B-L-2,B,L,a,distant past,ph,t,FV,189.1480836,184.4435679,187.0219073,35.7985021,78.09332558,110.2929055,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
w?a-ku-vin-a,dance,B-L-2,B,L,a,distant past,v,n,prefix,182.6468171,163.4053365,174.2553923,NA,75.28090422,64.61705046,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vin-a,dance,B-L-2,B,L,u,distant past,v,n,ku-,197.8162325,160.7351583,182.6607912,8.4053989,68.56766177,39.26240313,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vin-a,dance,B-L-2,B,L,i,distant past,v,n,stem,158.4783545,154.2335068,157.4717517,-25.1890395,70.65845193,50.8812786,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vin-a,dance,B-L-2,B,L,a,distant past,v,n,FV,192.8750464,176.5290628,187.8493243,30.3775726,73.42665818,116.3261555,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vun-a,harvest,B-L-2,B,L,a,distant past,v,n,prefix,184.742193,167.055457,177.0597099,NA,76.90332536,60.90399369,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vun-a,harvest,B-L-2,B,L,u,distant past,v,n,ku-,196.0077856,157.2849171,183.9788102,6.9191003,67.45831389,48.48427555,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vun-a,harvest,B-L-2,B,L,u,distant past,v,n,stem,157.3228678,140.9849977,149.7999481,-34.1788621,68.85467387,48.42125798,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-vun-a,harvest,B-L-2,B,L,a,distant past,v,n,FV,191.5901089,178.7244968,187.5174874,37.7175393,74.6417628,114.2908602,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-zil-a,reject,B-L-2,B,L,a,distant past,z,l,prefix,180.919392,165.7677005,175.0945157,NA,75.2240092,64.72202486,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-zil-a,reject,B-L-2,B,L,u,distant past,z,l,ku-,207.741571,168.8542284,196.7117972,21.6172815,72.55684508,64.09141707,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-zil-a,reject,B-L-2,B,L,i,distant past,z,l,stem,155.2712712,144.7648116,152.6225725,-44.0892247,69.57751791,51.46212051,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-zil-a,reject,B-L-2,B,L,a,distant past,z,l,FV,185.3334007,175.3195002,182.0449426,29.4223701,77.28159407,110.7105221,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-cinth-a,be strong,C-H-1,C,H,u,infinitive,c,nth,ku-,144.4833514,137.1498142,141.5770732,NA,64.53762174,51.19840357,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-cinth-a,be strong,C-H-1,C,H,i,infinitive,c,nth,stem,152.7057648,139.310408,148.2637272,6.686654,67.80298175,57.60162626,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-cinth-a,be strong,C-H-1,C,H,a,infinitive,c,nth,FV,188.1519614,154.5341386,174.2294884,25.9657612,76.94637769,115.5846982,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-cinth-a,be strong,C-H-2,C,H,a,distant past,c,nth,prefix,184.7967843,161.8597922,175.1699361,NA,74.77686112,69.89846786,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-cinth-a,be strong,C-H-2,C,H,u,distant past,c,nth,ku-,215.9514315,206.9517957,212.8637504,37.6938143,74.3897731,50.52063292,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-cinth-a,be strong,C-H-2,C,H,i,distant past,c,nth,stem,193.6019636,154.1816988,178.6343509,-34.2293995,70.80439564,58.60471159,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-cinth-a,be strong,C-H-2,C,H,a,distant past,c,nth,FV,185.530134,167.6594407,178.8773429,0.242992,76.42118109,115.8314714,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-punthw-a,fumble,C-H-2,C,H,a,distant past,p,nth,prefix,182.7316686,166.3484658,177.0331214,NA,77.02793863,56.98224331,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-punthw-a,fumble,C-H-2,C,H,u,distant past,p,nth,ku-,201.8469111,191.0295616,199.0982699,22.0651485,72.46193392,31.92112924,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-punthw-a,fumble,C-H-2,C,H,u,distant past,p,nth,stem,205.9803577,178.1776699,196.2958161,-2.8024538,72.04890028,55.69823852,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-punthw-a,fumble,C-H-2,C,H,a,distant past,p,nth,FV,188.2575257,180.4695243,185.9860676,-10.3097485,77.41549725,58.44584586,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-fuz-a,be full,C-L-1,C,L,u,infinitive,f,z,ku-,135.7940559,131.4860099,134.2446113,NA,60.36068411,34.94472753,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-fuz-a,be full,C-L-1,C,L,u,infinitive,f,z,stem,218.4800319,186.6397069,212.1308269,77.8862156,70.96309115,69.35850248,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-fuz-a,be full,C-L-1,C,L,a,infinitive,f,z,FV,145.5857717,131.5112688,139.0033891,-73.1274378,75.77833353,103.132242,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-koz-a,urinate,C-L-1,C,L,u,infinitive,k,z,ku-,143.5725765,138.6100504,141.7748109,NA,60.31317387,35.38443067,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-koz-a,urinate,C-L-1,C,L,o,infinitive,k,z,stem,212.9347177,185.2512021,207.1727008,65.3978899,74.1484806,90.93653017,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-koz-a,urinate,C-L-1,C,L,a,infinitive,k,z,FV,151.092051,140.8378074,146.0979584,-61.0747424,75.77088279,105.9933713,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-likh-a,cut down tree,C-L-1,C,L,u,infinitive,l,kh,ku-,173.9577068,150.8735025,161.3471458,NA,66.49157837,66.74315513,no minimal pair,sonorants,aspirates,non-blocker,blocker
ku-likh-a,cut down tree,C-L-1,C,L,i,infinitive,l,kh,stem,212.9131954,182.561961,203.0495488,41.702403,72.6916733,74.34875299,no minimal pair,sonorants,aspirates,non-blocker,blocker
ku-likh-a,cut down tree,C-L-1,C,L,a,infinitive,l,kh,FV,156.8024477,129.6785502,138.6022416,-64.4473072,72.17945157,82.63023092,no minimal pair,sonorants,aspirates,non-blocker,blocker
ku-mij-a,scatter,C-L-1,C,L,u,infinitive,m,j,ku-,159.8584068,156.3808133,158.1595874,NA,65.47224791,41.7285969,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-mij-a,scatter,C-L-1,C,L,i,infinitive,m,j,stem,215.5820124,193.9766001,209.097523,50.9379356,71.45375822,71.22981041,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-mij-a,scatter,C-L-1,C,L,a,infinitive,m,j,FV,152.6289678,137.5552175,143.40431,-65.693213,75.9213104,92.48526102,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-tinkh-a,hate,C-L-1,C,L,u,infinitive,t,nkh,ku-,146.902871,138.2971948,140.6555554,NA,62.10075517,44.54784336,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-tinkh-a,hate,C-L-1,C,L,i,infinitive,t,nkh,stem,220.5505049,201.2670921,214.6633351,74.0077797,69.49079708,53.05705655,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-tinkh-a,hate,C-L-1,C,L,a,infinitive,t,nkh,FV,158.0942821,133.0366932,140.8898859,-73.7734492,72.87650842,109.6873778,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
ku-w?ej-a,fish,C-L-1,C,L,u,infinitive,w?,j,ku-,151.0113988,146.5512171,148.7386183,NA,65.74752067,58.66271862,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-w?ej-a,fish,C-L-1,C,L,e,infinitive,w?,j,stem,204.4194282,186.3918497,199.5643627,50.8257444,76.96034737,82.35656241,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-w?ej-a,fish,C-L-1,C,L,a,infinitive,w?,j,FV,154.6151256,138.6434053,145.9166458,-53.6477169,75.82284732,107.6428898,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
ku-woth-a,warm self,C-L-1,C,L,u,infinitive,w,th,ku-,151.7517511,147.5496373,148.4744396,NA,63.56779957,66.75643769,no minimal pair,sonorants,aspirates,non-blocker,blocker
ku-woth-a,warm self,C-L-1,C,L,o,infinitive,w,th,stem,197.8943146,190.7040867,196.1607114,47.6862718,71.39473841,49.46316214,no minimal pair,sonorants,aspirates,non-blocker,blocker
ku-woth-a,warm self,C-L-1,C,L,a,infinitive,w,th,FV,177.8798287,142.1619623,154.4261335,-41.7345779,73.68969641,98.18530715,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-cov-a,gamble,C-L-2,C,L,a,distant past,c,v,prefix,184.6089351,169.6688346,178.6125007,NA,77.52330687,75.99736456,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-cov-a,gamble,C-L-2,C,L,u,distant past,c,v,ku-,195.3524365,185.3071335,192.9443103,14.3318096,63.17884694,25.95780518,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-cov-a,gamble,C-L-2,C,L,o,distant past,c,v,stem,215.1263753,170.4811587,204.2167524,11.2724421,74.34328546,100.3738764,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-cov-a,gamble,C-L-2,C,L,a,distant past,c,v,FV,155.4564232,145.6543434,151.4503364,-52.766416,77.73212734,99.96362088,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-fuz-a,be full,C-L-2,C,L,a,distant past,f,z,prefix,189.9056344,168.7213428,181.4728063,NA,77.47793943,71.28737503,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-fuz-a,be full,C-L-2,C,L,u,distant past,f,z,ku-,201.4886095,192.1515433,200.0552028,18.5823965,69.63602103,37.01876169,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-fuz-a,be full,C-L-2,C,L,u,distant past,f,z,stem,221.1517317,195.409603,215.8540429,15.7988401,71.83111005,71.38701995,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-fuz-a,be full,C-L-2,C,L,a,distant past,f,z,FV,158.2753908,148.7322146,153.7085389,-62.145504,77.55086047,105.502895,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-kankh-a,push,C-L-2,C,L,a,distant past,k,nkh,prefix,190.7768054,171.6611189,182.7069781,NA,78.23039628,70.73606134,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-kankh-a,push,C-L-2,C,L,u,distant past,k,nkh,ku-,203.4354737,195.6324023,200.8582606,18.1512825,70.144291,43.84134699,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-kankh-a,push,C-L-2,C,L,a,distant past,k,nkh,stem,209.1687098,167.4775964,189.3886604,-11.4696002,77.83741565,73.57702701,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-kankh-a,push,C-L-2,C,L,a,distant past,k,nkh,FV,163.2018323,141.2009204,149.20381,-40.1848504,72.71594595,97.42593811,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-koz-a,urinate,C-L-2,C,L,a,distant past,k,z,prefix,187.6006662,170.9445009,180.4446429,NA,77.74813816,67.2797047,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-koz-a,urinate,C-L-2,C,L,u,distant past,k,z,ku-,207.143693,194.3744274,204.0922288,23.6475859,69.68080754,41.7413856,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-koz-a,urinate,C-L-2,C,L,o,distant past,k,z,stem,212.2493568,184.1532824,205.9304919,1.8382631,74.88773374,74.87730834,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-koz-a,urinate,C-L-2,C,L,a,distant past,k,z,FV,157.5937701,145.3076067,151.0560876,-54.8744043,76.47348112,95.76546087,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
w?a-ku-likh-a,cut down tree,C-L-2,C,L,a,distant past,l,kh,prefix,187.7549946,171.8318696,181.6446763,NA,76.12514915,64.85057041,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-likh-a,cut down tree,C-L-2,C,L,u,distant past,l,kh,ku-,207.3685211,196.8038222,199.4462178,17.8015415,71.79554273,75.18709755,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-likh-a,cut down tree,C-L-2,C,L,i,distant past,l,kh,stem,222.8152095,196.1566796,214.257921,14.8117032,69.94974146,69.72742017,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-likh-a,cut down tree,C-L-2,C,L,a,distant past,l,kh,FV,173.7348022,144.7277407,152.1131382,-62.1447828,74.11682778,95.39073472,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-mij-a,scatter,C-L-2,C,L,a,distant past,m,j,prefix,189.7801172,173.4641417,183.7345783,NA,76.64205617,68.68617449,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-mij-a,scatter,C-L-2,C,L,u,distant past,m,j,ku-,202.1976538,198.2344877,200.7532837,17.0187054,70.76041965,37.28209795,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-mij-a,scatter,C-L-2,C,L,i,distant past,m,j,stem,221.7653822,201.6163975,217.1036833,16.3503996,71.40609444,60.72489004,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-mij-a,scatter,C-L-2,C,L,a,distant past,m,j,FV,164.6734411,148.1713596,157.0216637,-60.0820196,76.42517447,103.8457435,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-tinkh-a,hate,C-L-2,C,L,a,distant past,t,nkh,prefix,198.2420073,182.5750994,192.195543,NA,75.96512974,64.0286773,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-tinkh-a,hate,C-L-2,C,L,u,distant past,t,nkh,ku-,206.3875307,198.5740898,202.2738613,10.0783183,71.77636416,45.12221376,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-tinkh-a,hate,C-L-2,C,L,i,distant past,t,nkh,stem,229.6460897,196.6373288,214.2621145,11.9882532,70.91273213,48.41778044,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-tinkh-a,hate,C-L-2,C,L,a,distant past,t,nkh,FV,162.2476282,139.5498166,147.9372415,-66.324873,74.20590287,101.1338332,no minimal pair,voiceless obstruents,aspirates,non-blocker,blocker
w?a-ku-w?ej-a,fish,C-L-2,C,L,a,distant past,w?,j,prefix,187.3597153,174.511229,182.5758636,NA,76.18464995,60.02136707,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-w?ej-a,fish,C-L-2,C,L,u,distant past,w?,j,ku-,200.0660668,196.3200426,199.6359393,17.0600757,69.24916339,33.89401635,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-w?ej-a,fish,C-L-2,C,L,e,distant past,w?,j,stem,208.2967205,198.2762905,205.8579217,6.2219824,78.10242356,70.11497049,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-w?ej-a,fish,C-L-2,C,L,a,distant past,w?,j,FV,157.6887631,145.7097149,151.7951126,-54.0628091,75.30572205,105.597393,no minimal pair,sonorants,voiced obstruents,non-blocker,blocker
w?a-ku-woth-a,warm self,C-L-2,C,L,a,distant past,w,th,prefix,195.2249994,178.0311047,188.1485408,NA,77.98063659,72.5999615,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-woth-a,warm self,C-L-2,C,L,u,distant past,w,th,ku-,202.0256502,193.2216165,198.7873551,10.6388143,72.18280303,62.94431216,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-woth-a,warm self,C-L-2,C,L,o,distant past,w,th,stem,203.2956864,182.823014,191.4027663,-7.3845888,74.37775435,66.82718849,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-woth-a,warm self,C-L-2,C,L,a,distant past,w,th,FV,185.2853476,155.7704844,163.3342427,-28.0685236,74.83395693,90.70628961,no minimal pair,sonorants,aspirates,non-blocker,blocker
w?a-ku-bud-a,do wrong,D-H-2,D,H,a,distant past,b,d,prefix,167.205665,153.0470215,160.2310204,NA,74.62641767,74.84456492,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-bud-a,do wrong,D-H-2,D,H,u,distant past,b,d,ku-,197.4965379,187.0578377,194.7659297,34.5349093,65.92205843,35.13212377,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-bud-a,do wrong,D-H-2,D,H,u,distant past,b,d,stem,135.1283894,130.7559539,132.9099719,-61.8559578,67.16967342,73.44091421,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-bud-a,do wrong,D-H-2,D,H,a,distant past,b,d,FV,171.2126851,146.5501,162.0231,29.1131281,76.30769301,118.3753702,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-bumph-a,be blunt,D-H-2,D,H,a,distant past,b,mph,prefix,179.1447142,163.3743707,170.9825109,NA,76.70184676,70.55373738,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-bumph-a,be blunt,D-H-2,D,H,u,distant past,b,mph,ku-,210.4739597,192.0952893,206.0719178,35.0894069,71.35532938,42.6786343,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-bumph-a,be blunt,D-H-2,D,H,u,distant past,b,mph,stem,150.0888984,141.5554972,147.2990326,-58.7728852,68.77482334,72.0983108,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-bumph-a,be blunt,D-H-2,D,H,a,distant past,b,mph,FV,181.7337227,154.1732732,172.0280337,24.7290011,75.69313791,125.3572292,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-chinth-a,be firm,D-H-2,D,H,a,distant past,ch,nth,prefix,180.3975569,168.5448852,175.6498741,NA,75.44430823,71.0864493,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-chinth-a,be firm,D-H-2,D,H,u,distant past,ch,nth,ku-,216.8823857,193.2289877,209.5100653,33.8601912,72.02529182,56.20742046,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-chinth-a,be firm,D-H-2,D,H,i,distant past,ch,nth,stem,158.4216353,142.4689625,151.6283247,-57.8817406,67.72569113,63.95554606,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-chinth-a,be firm,D-H-2,D,H,a,distant past,ch,nth,FV,181.7856002,151.3032688,171.7048053,20.0764806,74.35553757,127.3021553,no minimal pair,aspirates,aspirates,blocker,blocker
w?a-ku-dod-a,be deep voiced,D-H-2,D,H,a,distant past,d,d,prefix,172.5715482,153.6859272,162.91204,NA,75.89965076,75.13078814,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-dod-a,be deep voiced,D-H-2,D,H,u,distant past,d,d,ku-,205.8595324,185.673273,198.6898158,35.7777758,69.03532972,41.08123929,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-dod-a,be deep voiced,D-H-2,D,H,o,distant past,d,d,stem,145.3751855,131.2399965,140.2447516,-58.4450642,70.80336847,79.58120703,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-dod-a,be deep voiced,D-H-2,D,H,a,distant past,d,d,FV,176.1011054,150.8131859,168.9668596,28.722108,75.65707081,109.4456928,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-god-a,triumph over,D-H-2,D,H,a,distant past,g,d,prefix,173.1453297,157.872329,167.1993375,NA,76.37864167,73.97410456,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-god-a,triumph over,D-H-2,D,H,u,distant past,g,d,ku-,214.9527411,198.9372234,210.6475316,43.4481941,70.44243926,46.24232143,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-god-a,triumph over,D-H-2,D,H,o,distant past,g,d,stem,149.7345158,138.6668843,145.7049134,-64.9426182,71.7577653,76.31795679,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-god-a,triumph over,D-H-2,D,H,a,distant past,g,d,FV,180.2759767,157.6307755,170.9450433,25.2401299,75.77999739,117.7500968,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-gug-a,be old,D-H-2,D,H,a,distant past,g,g,prefix,167.4109105,158.1621813,163.5872454,NA,76.00345101,73.15229375,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-gug-a,be old,D-H-2,D,H,u,distant past,g,g,ku-,210.4416629,195.5151528,206.6323916,43.0451462,69.5216816,39.84965483,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-gug-a,be old,D-H-2,D,H,u,distant past,g,g,stem,136.4539253,128.5494315,134.283998,-72.3483936,64.51766899,63.11064767,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-gug-a,be old,D-H-2,D,H,a,distant past,g,g,FV,179.6934354,163.4485615,173.9361453,39.6521473,76.65798407,110.4512799,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
w?a-ku-janth-a,hurrry,D-H-2,D,H,a,distant past,j,nth,prefix,173.7928515,163.8947891,168.601446,NA,76.31632904,68.61476144,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-janth-a,hurrry,D-H-2,D,H,u,distant past,j,nth,ku-,218.5682123,189.5185159,210.9478412,42.3463952,68.78380368,61.21804237,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-janth-a,hurrry,D-H-2,D,H,a,distant past,j,nth,stem,150.0547545,137.5905719,143.8763423,-67.0714989,73.28460617,68.37249619,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-janth-a,hurrry,D-H-2,D,H,a,distant past,j,nth,FV,186.2863179,157.9467009,176.7066761,32.8303338,74.4177953,115.1133813,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-banth-a,go slowly,D-L-1,D,L,u,infinitive,b,nth,ku-,147.0534134,141.2955546,145.1386815,NA,67.57790809,45.26764287,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-banth-a,go slowly,D-L-1,D,L,a,infinitive,b,nth,stem,199.3243059,177.722244,191.7950257,46.6563442,76.26943417,95.07659397,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-banth-a,go slowly,D-L-1,D,L,a,infinitive,b,nth,FV,149.9631108,139.0966688,145.7660908,-46.0289349,72.64703029,118.1471219,no minimal pair,voiced obstruents,aspirates,blocker,blocker
ku-cov-a,gamble,D-L-1,D,L,u,infinitive,c,v,ku-,140.8065146,136.2974452,137.9576504,NA,63.91004777,53.90791202,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-cov-a,gamble,D-L-1,D,L,o,infinitive,c,v,stem,199.7974546,183.6998545,195.5396911,57.5820407,73.60752323,84.71096044,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-cov-a,gamble,D-L-1,D,L,a,infinitive,c,v,FV,148.5371309,134.1004258,143.5679889,-51.9717022,75.38628509,100.0346333,no minimal pair,voiceless obstruents,voiced obstruents,non-blocker,blocker
ku-guz-a,drag,D-L-1,D,L,u,infinitive,g,z,ku-,137.4603948,132.0118064,135.7620769,NA,61.90884581,48.47884318,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-guz-a,drag,D-L-1,D,L,u,infinitive,g,z,stem,199.4570804,176.6913491,193.3456234,57.5835465,71.60729035,70.71417753,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-guz-a,drag,D-L-1,D,L,a,infinitive,g,z,FV,152.5153473,134.5796487,144.9015928,-48.4440306,76.32942365,101.9356273,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-job-a,cut out,D-L-1,D,L,u,infinitive,j,b,ku-,132.8959882,123.9551614,129.9880378,NA,62.30594505,46.63342131,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-job-a,cut out,D-L-1,D,L,o,infinitive,j,b,stem,177.6592731,163.3728536,175.0550071,45.0669693,71.01956633,60.74257612,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-job-a,cut out,D-L-1,D,L,a,infinitive,j,b,FV,128.1188576,119.621136,124.7222227,-50.3327844,74.26871826,92.35689468,no minimal pair,voiced obstruents,voiced obstruents,blocker,blocker
ku-khuch-a,pull in fishing line,D-L-1,D,L,u,infinitive,kh,ch,ku-,145.6179953,137.192896,143.5260963,NA,66.37670714,46.85696134,no minimal pair,aspirates,aspirates,blocker,blocker
ku-khuch-a,pull in fishing line,D-L-1,D,L,u,infinitive,kh,ch,stem,231.0481049,215.8814503,226.5811989,83.0551026,73.06207558,28.35317234,no minimal pair,aspirates,aspirates,blocker,blocker
ku-khuch-a,pull in fishing line,D-L-1,D,L,a,infinitive,kh,ch,FV,191.8560345,156.5650152,169.4248122,-57.1563867,76.26902529,112.9403188,no minimal pair,aspirates,aspirates,blocker,blocker
ku-thaz-a,spread,D-L-1,D,L,u,infinitive,th,z,ku-,139.8731669,136.5383371,137.3253789,NA,62.28244196,32.8257014,no minimal pair,aspirates,voiced obstruents,blocker,blocker
ku-thaz-a,spread,D-L-1,D,L,a,infinitive,th,z,stem,195.5050039,176.1447037,189.7173488,52.3919699,76.87699193,89.94992714,no minimal pair,aspirates,voiced obstruents,blocker,blocker
ku-thaz-a,spread,D-L-1,D,L,a,infinitive,th,z,FV,154.3752248,141.398009,147.6150263,-42.1023225,75.86994238,97.05051839,no minimal pair,aspirates,voiced obstruents,blocker,blocker
w?a-ku-banth-a,go slowly,D-L-2,D,L,a,distant past,b,nth,prefix,183.3748483,166.8795654,177.5749341,NA,75.65214097,58.32564408,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-banth-a,go slowly,D-L-2,D,L,u,distant past,b,nth,ku-,203.1604222,182.60191,197.6799512,20.1050171,70.69125104,43.06578337,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-banth-a,go slowly,D-L-2,D,L,a,distant past,b,nth,stem,203.4248314,187.4414166,199.151007,1.4710558,77.42648796,82.57728336,no minimal pair,voiced obstruents,aspirates,blocker,blocker
w?a-ku-banth-a,go slowly,D-L-2,D,L,a,distant past,b,nth,FV,153.3799763,143.2944583,148.8537431,-50.2972639,72.75388393,121.4748682,no minimal pair,voiced obstruents,aspirates,blocker,blocker
